102;60.04512:11018 93.07024:11318 154.12283:1980395 172.97731:8199 190.98788:5637 214.14401:78624
104;66.82277:1972 72.93797:2860 81.07051:39692 93.07027:5112 133.10123:5148 153.50929:2095 197.15393:18145 214.1806:23734
108;57.07066:4211 79.0548:4453 90.91969:2019 95.04955:5206 105.03384:8283 143.08598:3001 155.0706:7040 179.10689:4374 183.02261:5518 215.0815:6317 215.12599:290129
109;55.05497:12386 61.94865:1887 79.05486:24235 93.07028:36593 128.1436:3197 153.12759:32063 188.13075:2136
110;51.72379:8215 56.05019:51236 67.05493:7168 68.05022:29195 86.06058:771859 97.06523:5304 107.08575:4646 151.96988:4536 181.08598:7125 198.00125:11562 198.18547:4892840 216.19609:3202071
111;55.05502:2648 69.07063:2882 87.04459:20374 121.10128:7130 156.13852:4728 181.08612:2521 216.12943:11191
112;76.89053:1830 158.2697:1779
114;55.05502:19458 70.06582:21615 83.04715:2554 95.08559:3523 100.07604:65888 109.10133:5184 147.06538:2877 157.17828:3981 199.18903:786343 217.19969:512951
119;54.55454:146566 70.06578:23160314 84.08136:98893 88.07617:18819600 156.17484:418746 218.21153:285621056
120;57.07061:774083 68.05019:52573 88.07619:1785464 102.09166:416652 174.08444:26463 194.98241:17196 218.21162:24798796
121;57.07048:2997092 70.06563:11247299 84.08127:39702 88.076:9847211 102.09145:2449142 142.1604:36875 156.17465:212113 174.18507:291840 218.21103:71839456
122;53.99821:5340 68.05008:39700 74.06149:12916 156.17467:36897 174.1852:55721 216.56813:22013
125;57.07061:63364 62.06069:3827 86.06049:2636 187.58386:2737 220.21735:3023210
127;67.0551:2829 96.04481:125808 110.06024:131836 120.0809:5706 124.07591:32757 134.09656:4609 143.07306:7574 174.0787:2952 188.09464:5893 193.13394:29849 220.53021:2232
130;57.0707:15128 63.02376:13541 81.07053:8228 87.04456:858208 91.05463:13064865 95.04965:8632 110.06049:5867 123.06813:4803 136.07599:16033 164.07063:25604 171.01439:5152 178.12207:17771 187.0966:10825 222.14903:11375168
132;87.04156:4022 93.07034:26959 103.05453:16329 116.05314:3671 130.06158:1972 194.08482:4668 212.13203:18904 222.1855:754894
133;65.0392:2223 83.08598:22920 94.06548:7310 105.07004:7674 121.0281:3337 126.09147:36715 136.07588:27288 149.0235:28821 177.05478:9988 212.51749:17052
134;59.04989:17765 67.05497:3483 73.0291:44648 87.04456:9757 89.06024:184041 100.07607:16190 103.07561:12402 117.09119:135578 125.06026:2389 149.02362:69473 195.12306:16327 223.15428:51384
135;72.9378:4361 79.16122:1941 86.06052:3484 100.07613:3073 101.06004:17087 127.0357:8218 155.97504:6546 189.11259:5014 224.06346:7636
136;53.00287:2228 57.0706:34721 72.93784:4924 83.08609:12692 100.07607:2557 130.08653:12938 133.08611:143548 145.12253:80216 150.0269:32523 178.05817:16238 182.98572:7011 200.97272:29484
137;57.03426:30778 85.01113:2512 93.07014:2495 95.08595:4428 121.10159:3135 145.08615:5774 197.06525:3717 213.34131:7561 225.13351:11626
138;55.05497:10455 79.05489:2030 95.08599:2393
139;55.01849:2343 67.05498:17532 76.05369:1983 91.05478:13393 99.08082:3130 113.07108:50070 147.11681:3488 181.1703:4531 189.16383:9126 225.19649:276199
140;55.01859:12054 61.1188:1990 67.05495:32850 79.05487:36300 91.05463:13933 93.07035:34073 103.07559:4297 116.97209:27496 150.18259:2471 163.14839:66321 173.13286:21402 191.14322:4993 226.18047:657078
141;57.07066:83393 68.05021:10852 86.06059:210890 92.01691:4078 161.96994:14480 226.21681:2737088
143;67.05495:39115 79.05488:6604 93.07043:7258 105.07008:3277 125.09634:3263 137.09634:6624 163.96558:4983 217.83755:4148
147;55.05498:3707 79.05476:7564 91.05473:11653 153.07019:3290 155.08565:9982 169.0863:7894 193.12259:7296 211.1124:5851 215.50487:8054
148;57.07061:3976 74.09712:4864 85.06543:2678 91.05477:14929 101.06003:2463 109.06497:7732 137.09625:5499 153.07022:5722 169.08626:5877 193.12257:5797 228.83932:2315 229.14145:794711
149;55.80682:1736 79.05487:3376 105.03368:4151 169.12263:144337 229.14232:22235
150;67.05495:15334 81.0705:14888 91.0546:6427 148.08693:3907 184.16989:7756
152;53.00291:23402 69.07054:8470 195.10194:4574 230.24799:7112024
156;53.00294:11604 70.06582:274464 88.07622:196724 100.07604:4238 190.00392:2894 230.42526:2397
157;57.07061:158929 71.0862:78488 82.06562:7035 100.07595:9507 116.05288:7647 150.96887:3663 174.18547:54070 208.99802:21487 232.01474:20834
159;70.06579:96133 72.04504:107006 87.04464:11814 90.94814:121125 100.076:140554 108.95844:26295 111.11681:5820 116.07073:1562991 131.97437:109399 147.06648:4589 149.96115:53156 159.11681:5136 167.97168:36801 173.98512:31959 177.09116:4168 205.00348:4671 208.99837:95332 232.01427:32355 233.14998:762658
160;57.03426:96594 80.44378:1775 87.04464:3714 143.13782:2048 197.40686:2223 233.15399:4745
161;67.05496:2730 72.04508:6026 87.04449:6330 91.05465:2888 121.70008:1714 162.091:1926 170.11787:16426 233.11682:4442
163;56.05018:237022 68.05011:19234 74.06068:262724 88.07615:2203538 111.04413:41704 150.06609:4145 172.1692:10650 186.18542:875761 199.09637:12383 216.1962:37187 232.38052:8412
169;58.06593:2958 115.90699:1917 235.13235:3581
170;54.00632:1727 55.93523:8821 80.59115:1870 128.95117:4668 146.9617:3079 159.06543:55904 194.9826:3132
172;71.04979:3665 83.04951:2392 86.06051:5840 124.08721:4928 128.95094:18546 148.07585:2999 162.09164:4648 176.97212:30257 201.11276:3403 217.99905:17364 218.15424:43866 236.09192:79859
173;81.07049:3133 161.11729:2685 171.01408:4010 179.0733:20844 192.08107:58080 220.07613:4265
174;53.49669:4859 87.04458:19536 134.06055:2933 152.06241:11568 179.07323:89808 192.08105:225463 194.09676:941947 216.04765:7152 237.10252:1041925
175;57.0706:2536 85.06538:2063 103.07565:88630 135.10228:1970 155.01947:3307 227.07652:3793 237.16978:11284
176;68.03784:1790 73.02901:3140 198.75989:1824
177;59.0499:4999 73.02914:8565 80.17304:2063 133.0862:2952 151.09685:3165 175.0965:4109
179;85.0649:1858 107.07046:4379 133.08621:74530 172.994:2596 239.07632:4736
180;67.05494:8440 73.02908:84605 81.03407:13079 84.04483:5817 89.02385:18612 97.06523:4048 105.07011:3444 109.05115:18521 122.03506:17927 125.02345:7299 135.0303:164875 140.03459:5048 150.05544:7150 171.01451:4187 195.12296:109269 204.06573:4112 222.07697:21396 223.11812:45771 240.07341:747482
181;71.04996:2346 85.06545:2797 99.08114:2318 105.07023:4176 119.08568:3430 131.08557:1951 156.77411:2110 184.1053:2421 194.03017:6251 216.99498:2130 217.5822:4937 240.19612:7778
182;56.972:2672 131.65839:2918 174.98526:8199 240.19357:6914354
186;55.01864:3784 65.03934:26660 77.03931:3077 79.05486:292290 91.05473:470976 105.04503:13005 105.07018:202470 115.05444:58859 125.09628:11936 162.96359:3597 177.09132:28599 223.16988:10211
187;81.0705:4064 97.0653:3150 115.05444:121175 125.01552:4824 132.08099:22964 143.06067:17380 162.58308:2383 242.13087:514748
188;57.03427:26077 101.01739:2512 145.08614:5652 215.38884:5768
189;57.07063:42744 86.09695:10504 130.15932:62071 186.22194:75849
191;91.05476:21813 105.03376:519871 128.06224:10077 169.10153:17739 187.11198:7288 201.48169:2203 215.10699:125820
192;61.3005:1831 79.05479:10035 91.05475:5529 97.10148:3247 109.10141:4167 121.02864:5768 123.11697:52560 164.10103:2057 207.1382:2858 214.51498:9875 243.06274:2882 243.18324:324739
193;65.03934:2497 79.05479:10027 86.0607:2725 92.04992:8480 102.11623:2100 106.06535:74698 121.10104:4938 131.9743:3139 139.06297:172026 152.07091:19440 166.05011:8259 179.98129:3997 181.0735:1128885 209.11771:7662 226.05313:9049 227.16451:20661 244.06419:164210
195;67.05492:8937 79.05479:9368 103.26353:1986 109.10159:2901 209.15384:7632 226.18044:201256
196;53.00296:8534 57.07064:104997 68.05023:9709 81.07045:7875 100.07607:227829 105.03362:11257 191.14357:3921 216.11026:4102 244.22754:1287728
197;62.06065:3496 69.07059:177929 79.05479:6280 81.0705:13056 100.07594:11112 106.08656:24224 118.08639:38016 191.1804:2698 227.16418:16643 244.22748:2771488
198;55.05509:2103 71.08624:5589 100.37757:2092 171.26189:2652 191.14377:3223
203;56.05009:4203 68.05013:37976 81.07039:7752 85.10173:43130 102.0916:268398 228.23257:95244 246.24275:20912414
204;55.05494:74418 70.06577:20197358 88.03174:36711 100.0754:35289 228.23264:1262127 246.24275:232825264
209;75.04484:7688 97.06516:10671 114.04917:1964 147.09201:9000 206.12862:3291 212.51846:15712
210;70.06582:10844 88.02219:3082 100.07584:2575 172.11528:2862 218.54137:4824
216;55.46125:1982 59.04991:167787 100.07603:7599 148.08722:4938 249.11047:3107 249.14667:7082
217;56.01387:5154 69.99299:11129 125.03479:3255 144.10211:3240 200.996:2027 232.01517:2531
219;87.04471:2921 95.04955:5432 101.06005:25965 186.02165:2943 213.6371:11917 250.14435:27807
220;66.19328:1613 148.58644:2080 157.12251:29821
221;55.05508:2277 77.06028:4903 98.9845:23412 113.40656:2352 131.08543:3573 158.08139:10889 251.15134:19044
222;59.04992:113881 81.07047:4088 98.98465:12287 117.09119:47455 152.57382:1952 233.18979:3225 251.18564:13109
223;67.02984:8442 69.03419:52204 79.05473:11144 81.03404:42067 88.07614:59089 94.04038:124013 99.04436:56196 103.0391:20998 107.07311:26788 117.05468:188144 120.08085:67467 125.02324:5302 132.08119:18974 134.06003:27920 136.06189:10102617 137.04585:215939 146.09671:11677 160.04288:5142 162.09171:37383 181.09761:4803 190.08679:19553 193.09737:38782 217.07108:23586 234.06236:18482 234.13463:24830 252.03456:11961 252.14424:1453427
224;53.41055:1980 73.02912:2506 87.02675:3563 92.01685:3905 150.06633:3298 235.13307:3180
225;74.58139:1705 85.0111:5475 101.06012:55833 133.08586:4827 205.98787:3019 217.10742:2921 235.15434:5323 252.15919:5906
227;71.05003:2041 95.08596:4034 167.07301:5732 210.09148:40232 252.98108:8429
228;67.05509:5959 143.67685:2146 148.02513:12941 179.07321:3912 197.11752:13029 210.0916:231737 225.0972:5883 236.07135:7044 254.08142:441394
229;53.00297:4952 67.05489:10667 81.03401:2341 91.05473:5359 97.02895:12412 107.0858:7416 113.05989:4325 137.09628:4054 197.10695:3842 229.96526:18404 252.98109:28442 253.17996:42786
230;58.06588:12552 70.06586:15579 86.06061:24325 219.12349:5071
231;51.10007:1851 79.05485:4814 88.0479:2438 107.08581:7033 149.05991:3342 165.07008:4756 171.01416:40765 179.07314:32577 194.09673:410325 209.06667:3910 227.07675:20948 255.11275:102668
232;62.12973:2085 67.05502:7407 91.05467:7343 148.02477:4601 155.01952:11112 171.01422:53845 177.07047:6445 183.0507:5835 191.07344:21011 193.08896:176208 211.08221:4631 227.07701:39994 255.10847:20928
233;65.03948:3693 77.03916:6040 87.0447:2102 107.08582:8689 118.06522:2181 139.07552:15339 149.05991:169458 163.07561:3299 195.0658:7273 223.09636:11052 227.12807:47526 254.9771:14157
234;55.05504:3666 67.05497:6571 73.20336:1912 153.004:5442 155.0191:6095 199.04527:3971 227.0768:32499 237.18489:10502
235;55.79797:2591 131.073:4529 151.0186:24639 152.01366:17244 165.02167:22463 171.9718:40059 183.97177:33124 196.96779:3530 239.14938:80150
236;79.9147:1790 87.04456:7152 99.04445:18266 119.07046:5932 121.06501:3222 171.01437:11958 172.01352:12298 203.09193:3441 227.0768:3879 239.1129:163440 256.15424:24690
237;79.05485:6002 83.08596:4419 123.11702:2396 132.9583:21058 150.96902:33812 165.09134:4424 171.0141:11145 177.11241:62852 191.97183:48100 209.98218:15208 214.98773:25386 239.14928:935292 256.26404:48835
238;55.05499:6186 69.07052:5551 81.07048:4313 211.1447:3598 239.14922:35657
239;55.05498:2608 67.05495:7320 91.05462:9244 155.08618:3227 169.12268:7199 221.11719:4239 229.12267:12432 240.15256:8639
240;73.2961:2076 82.06569:15172 87.05596:4278 96.06857:20116 103.05437:2471 109.10136:13993 124.08732:6837 169.08568:3487 169.12263:14255 213.06123:5994 221.19083:2318 229.12303:26270 239.10345:10749 251.97061:2892 257.12527:310187
241;67.05493:3644 91.05472:4037 105.07003:5775 165.0914:2385 169.12257:5916 211.11241:2146 221.15375:2843 256.99973:9478 257.13632:591134
242;55.05505:6124 79.05482:16622 91.05469:36514 107.08569:16404 128.6463:2484 151.11212:3750 165.09125:200147 197.0965:4848 215.12819:7468
246;64.21642:1686 85.13478:1699 105.1577:1939 213.52673:6286
249;87.02085:1982 219.66431:2530 223.16934:7420
251;79.05487:2668 99.08083:4428 147.06555:7799 241.10776:2817 259.11581:361180
253;113.06101:2043 157.06494:1958 217.62444:4872
254;53.39019:1852 65.144:1790 116.10725:10349 183.08084:6041
255;57.07059:25584 71.08625:7535 85.10173:2621 189.11543:2782 204.13814:18581 260.08936:6631 260.22244:639918
257;53.00297:13882 57.07062:101567 82.06563:4642 100.07608:2354 214.32436:7485 260.08856:2619
258;57.07063:158570 62.06082:7419 85.10175:7037 102.09167:47623 198.22299:3325 260.25873:3944302
259;88.07621:92907 164.99614:2001 260.25876:867103
262;87.9029:2386 129.06953:2584 157.10161:2353 217.95703:15815 237.90929:2600
263;57.0706:18793 143.08563:4008 146.09668:32335 159.10399:3083 178.08649:4438 188.10736:29291 214.02745:6789 232.09714:250289 246.11281:1131496
264;63.95835:1988 88.07617:5334 226.19768:12372 262.13358:4297
265;55.05494:3685 56.05024:56538 71.0863:12361 86.06057:4995 116.05298:7702 122.08146:15409 246.11346:3846
266;56.05017:14238 68.0501:43027 88.07615:1281378 146.11758:17878 172.16995:5816 262.2377:16840332
267;57.03423:5806 58.06586:68647 60.04513:15273 72.08138:8715 80.0501:16270 84.045:11085 88.03983:46913 96.04483:49348 107.07001:24327 110.0602:9650 112.03929:3853 120.08112:11144 122.06001:5173 131.07306:5267 134.04507:27270 138.0553:5868 148.07578:10666 152.07065:3625 159.10432:4151 171.97609:4015 176.0708:8091 182.11801:2481 188.09204:4993 204.10197:10066 217.99939:4134 227.96652:2943 229.07146:10417 246.13425:43756 264.12213:239630
268;60.04519:2681 68.05022:5228 85.02893:9985 128.63742:2145 172.06044:5142 264.05603:2693 264.14502:37343
269;58.06588:297501 74.1168:2026 91.05481:3367 107.0494:59414 130.07864:3417 208.01399:4750 236.00867:2632 264.19617:239758
270;58.06584:9641306 89.06019:9080 101.05994:9275 204.96698:18426 229.1452:5354 264.1962:3577398
271;59.02557:2905 72.04504:28248 97.06497:2446 117.09113:66172 119.08588:2604 159.11667:2330 175.13307:20164 215.86589:7986 265.1055:23928
273;57.07075:2865 87.04482:2070 115.07551:4496
274;57.07061:4664 87.63083:1807 100.0759:3983 101.07944:3509 115.112:19103 156.13806:2346 213.29535:7767
275;58.06585:39288 70.06586:8028 74.06069:313082 89.03904:21026 91.05469:103949 98.09679:61407 105.07013:52670 115.02149:4346 116.10714:105395 117.07:97428 131.04919:11680 145.06499:752162 162.09177:26988 182.08141:5354 225.12363:140624 266.88504:8175 267.1705:5824254
276;57.07062:6326 72.76115:1796 95.08594:67254 193.19536:2734 211.627:21476 267.23187:7091
277;55.05497:61111 65.03919:10790 79.05483:31651 93.07032:18343 107.08585:2969 121.10141:2502 171.17458:18436 179.1796:26269 226.21689:6968
279;56.05016:4700 67.0549:11189 69.03413:56691 71.01337:49927 84.08122:9732 94.04034:185757 106.06539:22069 119.03535:419073 122.05985:26567 130.06487:6943 133.04916:26100 136.0618:17917798 137.04575:377544 146.06012:18765 150.0553:14406 162.09146:12562 168.06549:12586 176.07088:17246 209.09218:75618 227.07634:9511 265.86893:5538 268.10413:3496522
280;57.03444:8743 69.03418:12941 85.07669:2296 96.08138:4881 108.04471:6907 110.03503:103242 125.05997:2284 135.03032:81202 149.02711:8755 152.0569:1859502 194.08176:3384 240.45158:2482 268.15402:83607
281;56.05022:224782 65.03933:4366 72.08141:139130 89.03902:20756 105.04482:7212 115.0544:49496 116.10712:79526 135.04433:15381 144.0569:4832 153.05463:10049 163.05034:66682 226.10767:108787 265.91803:7900
282;71.07452:1707 72.08144:12451 87.04455:2866
283;59.04979:3155 73.02909:8619 136.92195:2206 168.09351:1906 208.9816:3279 217.11383:5041
284;71.04985:3308 79.05482:24322 85.02893:28449 91.05469:21820 93.07021:15824 103.0389:4935 107.08567:35705 110.03505:410959 115.03942:5228 121.10126:10538 128.04567:25188 137.04593:9177275 138.0298:24016 151.03287:22378 163.05862:3591 179.0817:8864 205.09676:4825 241.09184:10709 251.2009:49724 269.11267:205727
285;59.04994:4852 67.05494:71188 77.03951:7787 91.05471:594136 97.06525:6802 107.08575:1629745 111.08071:6880 117.07005:191106 125.09631:17389 162.9641:3040 177.09117:37864 237.11234:18080
286;57.03424:101467 75.04483:6349 85.06531:3361 89.0602:69341 99.04437:5044 101.06004:240221 117.07015:6183 135.08066:15713 137.13254:3361 160.04337:2769 171.01431:5122 181.10767:8600 195.10251:6808 225.13356:14188 241.14308:3303 251.20078:45623 269.16031:109319
288;70.06581:6987 85.02899:5399 99.04446:39036 109.0649:4116 130.9666:4826 133.0497:259476 148.07607:2905 159.06509:6132 168.10197:2700 189.07611:25738 214.15761:9118 228.93405:5677 253.09212:411917 270.09756:33766
290;72.36813:2093 95.0859:4031 218.26486:3662 271.07916:195794
291;58.99763:2159 79.05496:2360 91.05455:4687 105.07005:4687 218.59889:2753
295;57.07056:21694 65.03922:3649 79.05482:67356 81.07044:435209 93.07029:10936 109.10126:3943 123.11693:196450 140.14354:103233 255.15924:24603 271.94559:6501
297;57.07066:53046 70.06582:36109 85.10163:3200 86.06061:97624 254.2482:636972
300;81.07043:4519 91.05457:4877 154.00601:2110 199.11208:3314 241.1228:4080
301;59.47328:2412 81.07063:4276 103.05458:12066 105.07018:189731 115.05453:8180 136.24272:2147 142.0779:32159 155.08578:8669 157.10143:74475 169.10139:3482 180.09366:12770 199.11212:15785 213.12772:204898 273.16763:86794
302;60.2536:1925 81.07041:2239 213.12717:3773 241.1225:4746
305;71.08618:25001 74.06071:49078 162.07631:15979 257.13889:3435
306;62.0606:3589 70.06581:183967 256.2637:5211
312;69.77935:2584 79.05482:21329 91.0547:101677 105.03374:3083056 115.05444:11324 131.08575:7109 153.07002:14370 167.08542:5179 169.10136:111891 182.07317:14706 199.11252:4557 229.12263:122499
313;65.03934:2068 77.03938:4816 85.06541:4634 105.03377:177679 111.08065:33367 117.07028:8835 128.06221:12634 155.08578:25105 159.08107:7430 168.09373:10736 173.13301:7004 183.11716:32454 215.10696:28917
315;83.04973:2887 96.05281:2977 121.02853:4091 137.00591:13560 188.01678:3379 216.01169:10886 241.14391:2227 276.06931:387919
319;81.07043:2779 105.01849:34297 111.0078:108716 157.04973:1979653 185.0448:33827
320;57.07064:153267 81.07035:4386 119.08566:4115 149.02365:6961 161.09616:5099 177.09059:2924 213.93721:6625 217.15947:12679 221.11714:8508 259.1698:5930
322;56.3014:2696 69.07061:2557 117.0697:3547 144.05722:3652 159.08046:4182 239.74879:1950 260.20123:398235
324;93.03389:11351 95.005:30646 121.02861:94949 128.0621:31392 141.07014:6078 164.9304:4244 171.03596:63966 190.05009:31688 205.08627:39707 242.07324:12369
325;95.08594:3215 147.41644:2003 173.05174:8088 215.96866:5746
327;52.21665:2258 59.04992:27125 69.42054:2047 73.02914:3018 97.01143:1838 101.06001:8108 122.032:4923 131.07051:35490 149.02361:30592 227.17053:2110
329;67.05495:2056 99.62312:1979 113.07107:42038 150.02715:2207 264.22498:2152
332;55.01857:2570 70.06573:3079 86.09695:24452 104.02599:6479 131.04938:5434 161.06029:10939 193.08556:5157 222.11337:4449 264.15939:32581
337;55.05502:16161 70.06584:22740 81.03398:6243 85.02893:10272 99.04439:16932 103.03927:42007 115.03917:78512 127.03915:18474 133.04979:183185 142.05003:6458 161.00839:4676 164.07098:4197 171.01434:12488 183.0769:4569 204.93433:11544 249.09738:111576 267.07181:114676 284.09641:29726
338;55.0298:4417 69.03412:28701 82.04056:22883 84.08135:6236 97.02879:10738 105.07014:3890 107.03543:19251 110.03503:448905 128.04556:280850 135.03026:470852 152.05678:8130385 153.04076:1814772 172.0134:15747 238.07106:4685 255.10809:4875 267.14523:4643 284.12488:82720
339;59.0499:152785 70.06585:24127 75.0447:4064 81.034:5973 85.02895:11391 96.04489:10481 103.03931:41965 114.05503:7735 115.03915:82520 127.03922:13978 142.05002:8658 163.06032:43346 171.01419:15932 177.11226:5273 209.06593:258482 249.09724:125719 256.1098:30229 267.07175:112813 284.1131:26332
340;71.08949:2213 87.04459:6910 114.0914:13815 133.08611:364603 161.11742:183191 221.13849:11745 256.11008:11297
341;54.89038:2015 89.06023:54629 110.04123:1964 177.11227:25396 212.08356:2562 284.20709:20814
342;57.07059:44039 67.05504:4877 71.08626:11510 88.07613:6950 175.04277:3017 239.14923:11387 284.29507:1525039
343;89.05952:1917 95.08599:2203 156.99846:2409 199.64561:1923
344;80.8866:1910
347;89.06034:2086 145.08598:3630 251.20126:10476
350;69.07069:2495 157.10156:2271 215.08958:6734
351;98.27674:1926 105.07003:4188 203.70021:2022
352;65.03937:3032 67.05489:4287 77.03935:2275 89.71501:1792 101.13183:1883 117.07007:21533 121.06466:3450 163.07558:69607 213.31323:9475
353;66.7404:2083 72.9096:1858 79.05482:38360 95.04939:2327 105.07018:24198 113.05977:7949 126.92426:1920 145.06482:3713 167.10687:109038 223.09644:5265
354;74.06071:20916 83.08605:13283 113.06078:2395 219.49023:2251 242.24825:11249 288.14813:2108
